Username,ID,Name,Created At
ASanchez_UroOnc,756639679471116288,"Alejandro Sanchez, MD",2016-07-22 23:58:52
DVFelaine,1200634549,Debb Farr,2013-02-20 11:31:04
KatieKeaneMD,1124129579784974336,Katie Keane,2019-05-03 01:52:31
anita_deswal,1043616372205531136,Anita Deswal,2018-09-22 21:41:47
NathanCWongMD,3317290184,Nathan Wong,2015-08-17 01:32:29
drznahleh,825500666269282304,"Zeina Nahleh, MD, FACP",2017-01-29 00:27:50
sindhu_kunal,761696031734050816,Kunal Sindhu,2016-08-05 22:51:00
DanielMOConnor,75403597,Daniel O'Connor,2009-09-18 22:28:42
clacardone,871650506900463616,Claudia Cardone,2017-06-05 08:50:50
claire_paters0n,2205158633,Claire Paterson 💙,2013-12-02 21:47:46
MScordoMD,1173667514041143297,Michael Scordo,2019-09-16 18:40:05
AnnKloppMD,936707155654307840,Ann Klopp,2017-12-01 21:22:43
Dr_Curley,226435688,"Brendan Curley DO, MPH",2010-12-14 04:26:26
jashenson,18169340,"Jared Shenson, MD",2008-12-16 18:58:09
WadeJSexton9,967538436046577664,Wade J Sexton,2018-02-24 23:15:13
DrJohnKang,1108240059021619200,John Kang,2019-03-20 05:33:14
Ecastromarcos,880791399976882176,Elena Castro,2017-06-30 14:13:28
drtclay,1259149242,A/Prof Tim Clay,2013-03-11 10:53:29
RyanNguyenDO,254147170,Ryan Nguyen,2011-02-18 18:08:10
janeway_MD,1116700124045021186,Katie Janeway,2019-04-12 13:50:31
Amolpatel_dr,811592170507378689,Amol Patel,2016-12-21 15:20:27
DrVinayakV,1558875484955545607,"Vinayak Venkataraman, MD",2022-08-14 17:58:55
dryogik,133737447,yogesh kulkarni,2010-04-16 14:08:52
SParsaiMD,771505261999714304,Shireen Parsai,2016-09-02 00:29:23
AmandaNizamMD,106342723,"Amanda Nizam, MD",2010-01-19 07:22:54
KaraLongRoche,31784869,Kara Long,2009-04-16 13:29:03
AlanBryce9,1151449043622608896,Alan H Bryce,2019-07-17 11:10:19
DrStish,875534719710048256,Bradley Stish,2017-06-16 02:05:18
HKennecke,2378288102,Hagen Kennecke,2014-03-08 06:54:27
DrKarineTawagi,1112755822113841153,Karine Tawagi MD,2019-04-01 16:37:16
NehaVapiwala,1187427134114918401,Neha Vapiwala,2019-10-24 17:57:49
DrVijayPatil11,1175600435169656833,Dr (Prof). Vijay Patil,2019-09-22 02:39:31
SunnieSKim,63366575,"Sunnie Kim, MD",2009-08-06 04:11:43
KFraserDO,1111447558856032256,"Kristina Fraser, DO",2019-03-29 01:58:42
realgmolina,3446952503,George Molina,2015-08-26 12:37:15
anmwongNZ,2223935749,Annie Wong 黃毅敏,2013-12-01 00:31:56
AnkitAgarwalMD,217845467,Ankit Agarwal,2010-11-20 18:04:41
BHuffmanMD,866156538414510080,"Brandon Huffman, MD",2017-05-21 04:59:45
DrReshmaMahtani,739381898590355456,Reshma Mahtani,2016-06-05 09:02:36
Dr_KGallagher,3343370272,Kristalyn Gallagher,2015-06-23 23:34:19
RickLee6,567440347,Rick Lee 이재방,2012-04-30 18:26:14
ahmadhamad4,198978830,"Ahmad B. Hamad, MD, MS",2010-10-05 18:36:59
FlorianLordick,1049643385739468800,Florian Lordick,2018-10-09 12:50:59
ajuloorimd,780064454247649280,Aditya Juloori,2016-09-25 15:20:33
detsang,50070567,Derek Tsang,2009-06-23 19:16:10
zeynepiremozay,1566041664707239936,"Zeynep Irem Ozay, MD",2022-09-03 12:33:43
FioreDoc,1016192172,"Marco Fiore, MD, FACS, FEBSh",2012-12-16 22:22:05
hafaydeefe,34837810,Haydeé Verduzco,2009-04-24 03:46:50
anita_turk,939173333123391488,Anita Turk,2017-12-08 16:42:26
delvysra,748525553242750976,Delvys Rodriguez Abreu,2016-06-30 14:36:13
Gunti777,2946630574,Sanjeeva Gunasekera,2014-12-28 22:25:59
FrancescoSche20,1169591535123488769,"Francesco Schettini, MD PhD 🇮🇹🇪🇸🇪🇺",2019-09-05 12:42:21
AlyssaRieber,977529950633852929,"Alyssa Rieber, MD",2018-03-24 12:57:56
MarkMishraMD,1141500354942656512,Mark V. Mishra,2019-06-20 00:17:47
HugoFord,86179370,Hugo Ford,2009-10-29 22:31:13
mleapman,33294985,Michael Leapman,2009-04-19 19:55:27
RavinRatan,1467164317,Ravin Ratan,2013-05-29 12:25:39
NadalErnest,912442251099410432,Ernest Nadal,2017-09-25 22:22:39
AlGarfall,2686200026,Al Garfall,2014-07-27 23:59:14
quirogad,29078903,"Dionisia Quiroga, DO, PhD",2009-04-05 22:10:57
DrHut10,1099076832949870593,"Ryan Hutten, MD",2019-02-22 22:41:51
ndesai2005,3519683472,Neil Desai,2015-09-10 21:47:29
JenniferLaFemi1,1188838544350924801,Jennifer LaFemina,2019-10-28 15:23:06
AlexandraCzap,1093262035826073601,Alexandra Czap,2019-02-06 21:35:55
YYElamin,995098062375804929,"Yasir Yousif Elamin, MD",2018-05-12 00:27:20
JoeChaoMD,811958195602108416,Joseph Chao,2016-12-22 15:34:54
MattMilowsky,2539873772,Matt Milowsky,2014-06-01 15:32:19
johnwshumway,123033103,John Shumway MD,2010-03-14 19:18:30
lweisenthal,18370115,Larry Weisenthal,2008-12-25 04:04:26
salingpusalang,1907530086,viktoria valera,2013-09-26 11:22:00
oncodocsydney,1386218623,Katrin Sjoquist,2013-04-28 05:45:18
DrConnieBatlevi,1495916496,Connie Batlevi,2013-06-09 15:55:03
PeritonealCaDoc,2439474578,Sherif Abdel-Misih,2014-04-12 04:05:34
VidalRadOnc,46450452,Gabri.El Vid.Al,2009-06-11 18:18:48
Lymphoma_MD,969965639719931905,"Amitkumar Mehta, MD",2018-03-03 16:00:04
Ecosurgeon,1443825812,Andrea MacNeill,2013-05-20 13:33:51
marthpodi,590487293,Parth K. Modi,2012-05-26 01:49:00
AshwinShindeMD,1240427411910488064,Ashwin Shinde,2020-03-18 23:58:41
UroMADMD,1126351020362272768,Michael Daneshvar,2019-05-09 04:59:44



[@adapthyun @JAMRadOnc @HenryParkMD @ShervinTabrizi @ErinGillespieMD @RLI_ACR @aguilera_md @intpros1 @brockdebenham @andyzwang @HannahRobertsMD @DrLesterColl @DrJohnKang @KatieKeaneMD @johnwshumway @BenLok @DavidDbal @PagingDrPage @NeilWoodyMD @ProfAJChalmers @adamnowlan @FaithZhangMD @DrPaulNguyen @mirandalammd @PAradsociety @MHuynhLe @DrAlexLouie @PierceLoriJ @tjroycemd @IOEssentials]


map[string]string ["Born in Majorca. Medical oncologist. Clinical researcher. Focused in lung cancer. World citizen. Major concerns: human inequality and blue planet environment": "Born in Majorca. Medical oncologist. Clinical researcher. Focused in lung cancer. World citizen. Major concerns: human inequality and blue planet environment", "USA Table Tennis (USATT) is the national governing body for table tennis (ping-pong) in the United States.": "USA Table Tennis (USATT) is the national governing body for table tennis (ping-pong) in the United States.", "Urologic oncologist @MoffittNews | Translational researcher | Views are my own": "Urologic oncologist @MoffittNews | Translational researcher | Views are my own", "MD-PhD; Radiation oncologist with a passion for health equity; addressing health literacy; loving patients & advocates; empowering individuals & communities.": "MD-PhD; Radiation oncologist with a passion for health equity; addressing health literacy; loving patients & advocates; empowering individuals & communities.", "Love. Marriage. Betrayal. Murder. Based on the shocking true crime, it's #DirtyJohn: The #Betty Broderick Story on @USA_Network.": "Love. Marriage. Betrayal. Murder. Based on the shocking true crime, it's #DirtyJohn: The #Betty Broderick Story on @USA_Network.", "Chair of Medicine U Rochester @URMC_DeptMed Breast oncologist Wilmot Cancer Institute, Dubliner 🍀 🇮🇪 Packers and Badgers fan  All views expressed are my own": "Chair of Medicine U Rochester @URMC_DeptMed Breast oncologist Wilmot Cancer Institute, Dubliner 🍀 🇮🇪 Packers and Badgers fan  All views expressed are my own", "A fanbase by USA fans of BTS V 🐯 Kim Taehyung ✨Dedicated to support BTS V and to spread happiness on his behalf.✨Part of @VGlobalUnion| IG: taehyungusafb": "A fanbase by USA fans of BTS V 🐯 Kim Taehyung ✨Dedicated to support BTS V and to spread happiness on his behalf.✨Part of @VGlobalUnion| IG: taehyungusafb", "Gynecologic oncologist, global health volunteer, laparoscopic and robotic surgeon": "Gynecologic oncologist, global health volunteer, laparoscopic and robotic surgeon", "Urologic oncologist, health services researcher, & associate PD at University of Wisconsin & Chief of Urology at William S. Middleton Memorial VA hospital.": "Urologic oncologist, health services researcher, & associate PD at University of Wisconsin & Chief of Urology at William S. Middleton Memorial VA hospital.", "Official account of U.S. Embassy in India. RTs/links are not endorsement. Follow US Ambassador to India at @USAmbIndia. Terms of use: https://t.co/Hz0PCXRUZ7": "Official account of U.S. Embassy in India. RTs/links are not endorsement. Follow US Ambassador to India at @USAmbIndia. Terms of use: https://t.co/Hz0PCXRUZ7", "well a doctor sadly ...\nn a memer happily": "well a doctor sadly ...\nn a memer happily", "Professor and thoracic oncologist, Vice Chair Clin Res @ClevelandClinic Cancer Inst, @ASCO #EdBook Editor in Chief, Dad, Steelers fan. All opinions mine. #LCSM": "Professor and thoracic oncologist, Vice Chair Clin Res @ClevelandClinic Cancer Inst, @ASCO #EdBook Editor in Chief, Dad, Steelers fan. All opinions mine. #LCSM", "The official Audio-Technica USA Twitter! We are a worldwide organization devoted to developing award-winning microphones, headphones & other audio equipment.": "The official Audio-Technica USA Twitter! We are a worldwide organization devoted to developing award-winning microphones, headphones & other audio equipment.", "USA for UNHCR provides critical support to @refugees - standing #WithRefugees to help save, protect and rebuild the lives of millions.": "USA for UNHCR provides critical support to @refugees - standing #WithRefugees to help save, protect and rebuild the lives of millions.", "National Catholic peace movement since 1972. We work for peace with justice. #PeaceofChrist Instagram & Facebook: @PaxChristiUSA": "National Catholic peace movement since 1972. We work for peace with justice. #PeaceofChrist Instagram & Facebook: @PaxChristiUSA", "DWM is the official #doctorwho magazine. \nSubscriptions: drwhomagazine@escosubs.co.uk \nFor BBC Commercial Services, see https://t.co/qGANcbQcWK": "DWM is the official #doctorwho magazine. \nSubscriptions: drwhomagazine@escosubs.co.uk \nFor BBC Commercial Services, see https://t.co/qGANcbQcWK", "Official account of the Gov. of #Flanders, Belgium in the USA. Promoting a better understanding of #Flemish culture, history, government, education & innovation": "Official account of the Gov. of #Flanders, Belgium in the USA. Promoting a better understanding of #Flemish culture, history, government, education & innovation", "YSR Congress Party Supporters USA 🇮🇳 🇺🇸| Join us in supporting Jagananna for a brighter future to AP!": "YSR Congress Party Supporters USA 🇮🇳 🇺🇸| Join us in supporting Jagananna for a brighter future to AP!", "A real doctor, just not that kind of doctor. Ex falso quodlibet.": "A real doctor, just not that kind of doctor. Ex falso quodlibet.", "Palliative care doctor 👩🏻\u200d⚕️ Writer 📚🎥 Rep: @AitkenAlexander 📝 Pub: @LittleBrownUK 📖 Founder: @hospiceukraine 🇺🇦 NHS 💙": "Palliative care doctor 👩🏻\u200d⚕️ Writer 📚🎥 Rep: @AitkenAlexander 📝 Pub: @LittleBrownUK 📖 Founder: @hospiceukraine 🇺🇦 NHS 💙", "The Girl Who Stood Up For Emotional Intelligence in Nigeria. \nFounder: @emotionscity 🇺🇸 🌍\nAuthor: Soul Stripper on @Amazon\nYoutube: @emotionsdoctor": "The Girl Who Stood Up For Emotional Intelligence in Nigeria. \nFounder: @emotionscity 🇺🇸 🌍\nAuthor: Soul Stripper on @Amazon\nYoutube: @emotionsdoctor", "Welcome to Blockchain USA Offcial Come on and become Rich together Top 1 Binance Futures Signal . Telegram : https://t.co/OIw6XnUcA1 .": "Welcome to Blockchain USA Offcial Come on and become Rich together Top 1 Binance Futures Signal . Telegram : https://t.co/OIw6XnUcA1 .", "Ahmadiyya Muslim Lawyers Association USA": "Ahmadiyya Muslim Lawyers Association USA", "London shoulder surgeon. Visiting Professor of Sports Science, University of Greenwich. Insta: shoulderdoctor": "London shoulder surgeon. Visiting Professor of Sports Science, University of Greenwich. Insta: shoulderdoctor", "An Australian oncologist with an interest in GU malignancies, phase 1 trials, cycling and having fun with the family": "An Australian oncologist with an interest in GU malignancies, phase 1 trials, cycling and having fun with the family", "The official Twitter account for The Salvation Army USA | #LoveBeyondAll": "The official Twitter account for The Salvation Army USA | #LoveBeyondAll", "Genitourinary medical oncologist specializing in testicular CA, extragonadal germ cell tumors and kidney CA @sloan_kettering. Views and tweets are my own.": "Genitourinary medical oncologist specializing in testicular CA, extragonadal germ cell tumors and kidney CA @sloan_kettering. Views and tweets are my own.", "Consultant clinical oncologist. She/ her.": "Consultant clinical oncologist. She/ her.", "I'm not important; what I say is. e-mail : theskindoctor13@gmail.com": "I'm not important; what I say is. e-mail : theskindoctor13@gmail.com", "Penguin Books USA is the U.S. affiliate of the internationally renowned Penguin Group.": "Penguin Books USA is the U.S. affiliate of the internationally renowned Penguin Group.", "Information about study opportunities in the USA.": "Information about study opportunities in the USA.", "Catholic Charities USA is a national nonprofit that works to reduce poverty and advocates for justice in social structures. #WeareCatholicCharities": "Catholic Charities USA is a national nonprofit that works to reduce poverty and advocates for justice in social structures. #WeareCatholicCharities", "Official GIGABYTE USA Twitter Page. #GIGABYTE to be featured!": "Official GIGABYTE USA Twitter Page. #GIGABYTE to be featured!", "The official Twitter account of the Assemblies of God USA.": "The official Twitter account of the Assemblies of God USA.", "Official account of Infosys Foundation USA. Supporting greater access and inclusion in Computer Science education. #CSforAll #DiversityInTech #MakerEd": "Official account of Infosys Foundation USA. Supporting greater access and inclusion in Computer Science education. #CSforAll #DiversityInTech #MakerEd", "GU oncologist, prostate cancer specialist and researcher, Prostate Cancer Section Head @MSKCancerCenter. Tweets and views are my own.": "GU oncologist, prostate cancer specialist and researcher, Prostate Cancer Section Head @MSKCancerCenter. Tweets and views are my own.", "50+ yr old | Dom | MDNI | SFW Snap: doctor_mann | See my Likes 😈": "50+ yr old | Dom | MDNI | SFW Snap: doctor_mann | See my Likes 😈", "USA Weightlifting is the National Governing Body for the Olympic sport of weightlifting.": "USA Weightlifting is the National Governing Body for the Olympic sport of weightlifting.", "Founded in 1919, the CPUSA is a Marxist-Leninist political party struggling for full economic and political democracy, peace, jobs, equality, and #Socialism.": "Founded in 1919, the CPUSA is a Marxist-Leninist political party struggling for full economic and political democracy, peace, jobs, equality, and #Socialism.", "The national governing body for the sport of #ultimate in the #UnitedStates and member of the USOPC. We don't just play ultimate, we #LiveUltimate. #USAUltimate": "The national governing body for the sport of #ultimate in the #UnitedStates and member of the USOPC. We don't just play ultimate, we #LiveUltimate. #USAUltimate", "Official Twitter account of Team Spirit Store USA. Our online store carries affordable women's & men's fashion, fitness gear, home products, fan gear & more!": "Official Twitter account of Team Spirit Store USA. Our online store carries affordable women's & men's fashion, fitness gear, home products, fan gear & more!", "Medical oncologist. Bikes / kayaks / shoes. Whakatōhea.  He / him.": "Medical oncologist. Bikes / kayaks / shoes. Whakatōhea.  He / him.", "Urologic oncologist specializing in #kidneycancer and #utuc @mdandersonnews #endcancer | Associate editor @urogoldjournal.": "Urologic oncologist specializing in #kidneycancer and #utuc @mdandersonnews #endcancer | Associate editor @urogoldjournal.", "R&D at J&J Innovative Medicine. Medical oncologist. Views mine. Tweets are not medical advice. (He/him/his)": "R&D at J&J Innovative Medicine. Medical oncologist. Views mine. Tweets are not medical advice. (He/him/his)", "Romans 8:28 ✰ Former @unc & @tamu volleyball ✰ student doctor tooth fairy 🪥": "Romans 8:28 ✰ Former @unc & @tamu volleyball ✰ student doctor tooth fairy 🪥", "We are #BrandUSA, the nation’s destination marketing organization. Follow us for industry updates and announcements of our new initiatives. #VisitTheUSA": "We are #BrandUSA, the nation’s destination marketing organization. Follow us for industry updates and announcements of our new initiatives. #VisitTheUSA", "Welcome to the USA’s official travel & tourism organization. Be inspired to come #VisitTheUSA": "Welcome to the USA’s official travel & tourism organization. Be inspired to come #VisitTheUSA", "Dad, husband, lung and H&N radiation oncologist, clinical and health services researcher, medical educator and advisor @YaleRadOnc @YaleCancer @YaleMed": "Dad, husband, lung and H&N radiation oncologist, clinical and health services researcher, medical educator and advisor @YaleRadOnc @YaleCancer @YaleMed", "Hematologist/oncologist. Clinical trialist. #RWRI enthusiast.\nCaveat lector.\nhttps://t.co/nUIiDfKjqC": "Hematologist/oncologist. Clinical trialist. #RWRI enthusiast.\nCaveat lector.\nhttps://t.co/nUIiDfKjqC", "Hematologist/oncologist, HCT/CAR-T. Focus on physical function, digital medicine, patient experience, cancer outcomes. @ASHCollab Data Hub.": "Hematologist/oncologist, HCT/CAR-T. Focus on physical function, digital medicine, patient experience, cancer outcomes. @ASHCollab Data Hub.", "Dr Rekha Arya,🩺 MBBS,MD Radiation oncologist Cancer Specialist MyAIM:🦀Screening & Prevention ,Doctor who motivate Cancer survivors and fighter": "Dr Rekha Arya,🩺 MBBS,MD Radiation oncologist Cancer Specialist MyAIM:🦀Screening & Prevention ,Doctor who motivate Cancer survivors and fighter", "An ode to the joyous moments of everyday British life. Welcome to the official Twitter account for Ted Baker USA.": "An ode to the joyous moments of everyday British life. Welcome to the official Twitter account for Ted Baker USA.", "We've been fighting the bad guys since 1961 - you can join us! Official Amnesty International USA profile - RTs≠endorsements.": "We've been fighting the bad guys since 1961 - you can join us! Official Amnesty International USA profile - RTs≠endorsements.", "GI medical oncologist at Vanderbilt-Ingram Cancer Center and maker of the best Tex-Mex in Nashville.  Thoughts are my own.": "GI medical oncologist at Vanderbilt-Ingram Cancer Center and maker of the best Tex-Mex in Nashville.  Thoughts are my own.", "The official U.S. Embassy Nairobi twitter account. Follow @USAmbKenya.\n\nSocial Media Terms of Use: https://t.co/qhPM7k7RHa": "The official U.S. Embassy Nairobi twitter account. Follow @USAmbKenya.\n\nSocial Media Terms of Use: https://t.co/qhPM7k7RHa", "Posts from the German Embassy in the United States. 🇩🇪 Ambassador Michaelis: @GermanAmbUSA 📧Newsletter: https://t.co/l6Pf1WWrmQ": "Posts from the German Embassy in the United States. 🇩🇪 Ambassador Michaelis: @GermanAmbUSA 📧Newsletter: https://t.co/l6Pf1WWrmQ", "Humberto Leclerc MD/ Medicina Interna - Gastroenterología/🔅CEO: @appbridoc 📩 doctorhumber@bridoc.org 📖 No apto para Sensibles": "Humberto Leclerc MD/ Medicina Interna - Gastroenterología/🔅CEO: @appbridoc 📩 doctorhumber@bridoc.org 📖 No apto para Sensibles", "Official Twitter account - Adecco Staffing USA part of @AdeccoGroup. We connect great people with great jobs! #Futureofwork": "Official Twitter account - Adecco Staffing USA part of @AdeccoGroup. We connect great people with great jobs! #Futureofwork", "Cardio-oncologist, Fellowship Program Director, Memorial Sloan Kettering. Views my own. #Cardioonc #cardiotwitter": "Cardio-oncologist, Fellowship Program Director, Memorial Sloan Kettering. Views my own. #Cardioonc #cardiotwitter", "Medical oncologist @Intermountain, Director of Breast Oncology. Clinical research, quality improvement, cardio-oncology, provider wellness. All tweets my own.": "Medical oncologist @Intermountain, Director of Breast Oncology. Clinical research, quality improvement, cardio-oncology, provider wellness. All tweets my own.", "Official Twitter handle for the AlfaRomeoUSA brand. For Customer Care, message @AlfaRomeoCares.\n\nFor more: \nhttps://t.co/lLaEycWEK6 https://t.co/aVC4YB9MOs": "Official Twitter handle for the AlfaRomeoUSA brand. For Customer Care, message @AlfaRomeoCares.\n\nFor more: \nhttps://t.co/lLaEycWEK6 https://t.co/aVC4YB9MOs", "Doctor of Physical Therapy. Cert Strength & Conditioning Specialist. 🏈#train #rehab & regen #NFL #athletes. Owner of Athletix Rehab & Recovery @doctor_reef IG": "Doctor of Physical Therapy. Cert Strength & Conditioning Specialist. 🏈#train #rehab & regen #NFL #athletes. Owner of Athletix Rehab & Recovery @doctor_reef IG", "Official Handle of SuperStar Mahesh Fan Club USA                                                   https://t.co/w7NZbvpcHw": "Official Handle of SuperStar Mahesh Fan Club USA                                                   https://t.co/w7NZbvpcHw", "USAP 🏉 Club de Rugby à XV - TOP 14📍Perpignan 🏟 Aimé Giral ❤ Catalan @Youtube • @Facebook • @TikTok_France • @Instagram • https://t.co/wmBZqfW0aJ": "USAP 🏉 Club de Rugby à XV - TOP 14📍Perpignan 🏟 Aimé Giral ❤ Catalan @Youtube • @Facebook • @TikTok_France • @Instagram • https://t.co/wmBZqfW0aJ", ,...+641 more]
